Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
8306 Barberry Branch Street,77055,77007/77055,Expensive,1100000,1050000,1100000,4.1,5,4337,4121,2016,4,Village/Spg Branch
1155 Castellina Lane,77055,77007/77055,Expensive,1100000,1200000,1100000,3.1,3,3428,2735,2021,19,Ravenna Sub
7135 Janet Street,77055,77007/77055,Expensive,1100000,1100000,1100000,4.1,3,3841,2886,2017,4,Shadyvilla
18 Windsor Court,77055,77007/77055,Expensive,1100000,1149900,1100000,3.1,4,3554,5199,2010,24,Windsor Court
3608 Lannister Lane,77055,77007/77055,Expensive,1100000,1175000,1100000,4.1,4,4243,2087,2021,62,Somerset Green
6923 Shavelson Street,77055,77007/77055,Expensive,1100000,1250000,1100000,3.1,3,2497,8700,1969,70,Afton Village Sec 01
1216 Mosaico Lane,77055,77007/77055,Expensive,1090000,1123000,1090000,4.1,4,3961,1687,2014,111,Ravenna Sub
1534 Glourie Drive,77055,77007/77055,Expensive,1089000,1100000,1089000,3.0,3,2986,9872,1952,4,Glenmore Forest
719 E 6th 1/2 Street,77007,77007/77055,Expensive,1085000,1085000,1085000,3.1,3,2794,3583,2019,6,Studes Lndg
1702 Cranway Drive,77055,77007/77055,Expensive,1085000,1050000,1085000,2.0,3,1808,11400,1956,3,Springwood
31 Windsor Court,77055,77007/77055,Expensive,1085000,1100000,1085000,4.1,4,4191,3629,2009,4,Windsor Court
8911 Echo Valley Drive,77055,77007/77055,Expensive,1080000,1080000,1080000,3.0,4,2609,10000,1972,38,Echo Valley
2021 Marnel Road,77055,77007/77055,Expensive,1076500,1075000,1076500,4.1,5,3750,9272,2026,149,Ridgecrest
58 W Terrace Drive,77007,77007/77055,Expensive,1075000,1195000,1075000,3.1,3,3777,6795,1993,9,Arlington Terrace Sec 02
516 Arlington Street,77007,77007/77055,Expensive,1075000,1075000,1075000,2.1,3,2805,4371,1999,120,Esquire Heights
6413 Teluco Street,77055,77007/77055,Expensive,1075000,1100000,1075000,3.2,4,3952,8125,2024,437,Westview Terrace Sec 02
815 Lawrence Street Unit#A,77007,77007/77055,Expensive,1070000,1099000,1070000,4.1,5,3112,2400,2026,85,Harding Heights
33 N Creekside Court,77055,77007/77055,Expensive,1070000,1080000,1070000,3.1,3,3720,3648,2005,7,Creekside Villas/Memorial
8033 Ridgeview Drive,77055,77007/77055,Expensive,1069000,1069000,1069000,4.1,5,NULL,7521,2026,208,Ridgecrest Reserve A
1317 Caywood Lane,77055,77007/77055,Expensive,1065000,1100000,1065000,3.1,3,2711,9375,2013,5,Shady Villa
7504 Flowerdale Street,77055,77007/77055,Expensive,1055000,1050000,1055000,3.1,4,3768,6406,2014,5,Whispering Pines Estates Pt
862 Dunleigh Meadows Lane,77055,77007/77055,Expensive,1050000,1050000,1050000,3.1,3,3270,2001,2015,9,Somerset Green Sec 4
7715 Bryonwood Drive,77055,77007/77055,Expensive,1050000,1000000,1050000,2.0,3,NULL,12600,1953,10,Brykerwoods
8802 Cedarbrake Drive,77055,77007/77055,Expensive,1050000,1000000,1050000,2.0,3,1959,11400,1955,8,Cedarwood Sec 02
223 Malone Street,77007,77007/77055,Expensive,1045000,1089800,1045000,3.2,3,3803,2500,2018,27,Rice Military
344 Harvard Street,77007,77007/77055,Expensive,1035000,1075000,1035000,2.1,4,2434,6075,1920,41,Houston Heights
6525 Wharton Street,77055,77007/77055,Expensive,1031151,1200000,1031151,3.1,4,3733,6825,2017,101,Westview Terrace
6525 Wharton Street,77055,77007/77055,Expensive,1030000,1100000,1030000,3.1,4,3733,6825,2017,103,Westview Terrace
8913 Croes Drive,77055,77007/77055,Expensive,1030000,950000,1030000,2.0,4,1966,8834,1954,5,Spring Valley
26 Windsor Court,77055,77007/77055,Expensive,1030000,1000000,1030000,3.1,4,3693,5306,2009,5,Windsor Court
8017 Turquoise Lane,77055,77007/77055,Expensive,1025000,1025000,1025000,4.1,5,NULL,7630,2026,17,Springdale
905 Blackshire Lane,77055,77007/77055,Expensive,1020000,1036000,1020000,3.1,3,3226,1675,2025,228,Somerset Green Sec 5
8029 Longridge Drive,77055,77007/77055,Expensive,1019000,1025000,1019000,4.1,5,NULL,7811,2026,133,Ridgecrest
5334 Chandler Street,77007,77007/77055,Expensive,1010000,1050000,1010000,4.1,3,3961,2316,2017,49,Alys Park
6918 Alderney Drive,77055,77007/77055,Expensive,1010000,1085000,1010000,3.0,3,2681,8349,1955,15,Afton Village Sec 02
6429 Remlap Street,77055,77007/77055,Expensive,1010000,1074500,1010000,3.2,4,3373,8125,2014,15,Westview Terrace Sec 02
8826 Winningham Lane,77055,77007/77055,Expensive,1010000,975000,1010000,2.0,3,2172,10125,1958,5,Spring Valley
8323 Barberry Branch Street,77055,77007/77055,Expensive,1008000,1000000,1008000,4.1,5,4209,3731,2016,5,Village/Spg Branch
718 Ashland Street,77007,77007/77055,Expensive,1005000,995000,1005000,2.1,3,2214,3300,2017,17,Ashland East
724 Ashland Street,77007,77007/77055,Expensive,1005000,995000,1005000,2.1,3,2304,3300,2017,4,Tulane Trails
4709 Gibson Street,77007,77007/77055,Expensive,1002000,1049000,1002000,3.1,3,3415,2500,2025,94,Rice Military
626 E 6th 1/2 Street,77007,77007/77055,Expensive,1000016,1025000,1000016,2.1,3,2226,4910,2010,13,Jordan Place
7957 Cedel Drive,77055,77007/77055,Expensive,1000000,1000000,1000000,3.1,4,3544,7630,2021,2,Springdale Sec 02
7923 N Wellington Court,77055,77007/77055,Expensive,1000000,975000,1000000,3.1,4,3222,7527,1998,3,Wellington Court
1019 Ridgeley Drive,77055,77007/77055,Expensive,1000000,1050000,1000000,2.1,3,2714,8369,1980,8,Hilshire Village
8315 Barberry Branch Street,77055,77007/77055,Expensive,1000000,1025000,1000000,4.1,5,4256,3731,2016,3,Village/Spg Branch
7602 Bryonwood Drive,77055,77007/77055,Expensive,1000000,1050000,1000000,3.1,4,3238,12036,1969,2,Brykerwoods Sec 02
8304 Sorrel Leaf Lane,77055,77007/77055,Expensive,1000000,1049000,1000000,4.1,4,4527,5382,2016,21,Village at Spring Branch
1124 Mosaico Lane,77055,77007/77055,Expensive,1000000,1099000,1000000,3.1,3,3585,2566,2014,86,Ravenna
531 Memorial Heights Drive,77007,77007/77055,Expensive,999999,999999,999999,3.1,3,2702,1449,2025,61,Memorial Heights Villas Amd Place
803 Blackshire Lane,77055,77007/77055,Expensive,999900,999900,999900,4.1,4,3322,1517,2018,30,Somerset Green
518 Columbia Street,77007,77007/77055,Expensive,995000,995000,995000,2.0,3,1956,6600,1930,0,Houston Heights Add
8420 Moritz Walk,77055,77007/77055,Expensive,987500,995000,987500,4.1,4,4184,3566,2013,13,Moritz Park Sub
811 Herkimer Street,77007,77007/77055,Expensive,985000,990000,985000,3.1,4,2956,3969,2018,7,Houston Heights
8313 Sorrel Leaf Lane,77055,77007/77055,Expensive,985000,975000,985000,4.1,4,3540,4020,2016,4,Village/Spg Branch
7512 SHADYVILLA Lane,77055,77007/77055,Expensive,985000,999900,985000,3.1,3,2928,6650,2025,46,SHADYVILLA GREEN
7609 Janak Drive,77055,77007/77055,Expensive,980000,1049900,980000,3.1,3,3775,3199,2018,74,Melody Oak Pt Rep 15
6120 Cottage Grove Lake Drive,77007,77007/77055,Expensive,975000,975000,975000,4.1,4,3701,NULL,2026,4,Cottage Grove Lake
9143 Penn Manor CT Court,77055,77007/77055,Expensive,975000,1099000,975000,3.1,5,3382,10012,1978,72,Spring Valley
8308 Sorrel Leaf Lane Lane,77055,77007/77055,Expensive,975000,970000,975000,4.1,5,3986,3629,2016,9,Village/Spg Branch
7506 Viano Lane,77055,77007/77055,Expensive,975000,975000,975000,4.1,4,3052,1344,2026,257,Ravenna
6126 Cottage Grove Lake Drive,77007,77007/77055,Expensive,966000,966000,966000,4.1,4,3994,NULL,2025,5,Cottage Grove Lake
7510 Viano Lane,77055,77007/77055,Expensive,965000,965000,965000,4.1,4,3030,1368,2025,12,Ravenna
7519 Cuadro Lane,77055,77007/77055,Expensive,965000,965000,965000,4.1,4,3050,1368,2025,0,Ravenna Sub Amd #1
7111 Hartland Avenue,77055,77007/77055,Expensive,960000,880000,960000,2.0,4,2195,8969,1956,4,Afton Village
6525 Schiller Street,77055,77007/77055,Expensive,960000,960000,960000,3.1,4,3186,8255,2014,41,Westview Terrace
6122 Cottage Grove Lake Drive,77007,77007/77055,Expensive,953879,940000,953879,4.1,4,3614,NULL,2026,2,Cottage Grove Lake
8325 Barberry Branch Street,77055,77007/77055,Expensive,952500,960000,952500,4.1,5,4256,3731,2017,116,Village/Spg Branch
6114 Truro Street,77007,77007/77055,Expensive,950000,1100000,950000,2.1,4,3915,5600,2001,182,Adam Clay Sec 02
1825 Huge Oaks Street,77055,77007/77055,Expensive,950000,985000,950000,4.1,4,3213,6760,2026,96,Glenview Sec 02
6814 Hartland Avenue,77055,77007/77055,Expensive,950000,989000,950000,4.0,4,3924,3450,2024,0,Lugary Place Partial Replat #1
7527 Cuadro Lane,77055,77007/77055,Expensive,950000,950000,950000,3.1,3,3052,1368,2025,51,Ravenna Sub Amd #1
8421 Moritz Green,77055,77007/77055,Expensive,950000,990000,950000,4.1,5,3495,3566,2013,32,Moritz Park Sub
1545 Bracher Street,77055,77007/77055,Expensive,949000,949000,949000,2.0,3,2220,11550,1956,1,Springwood
7215 Northampton Way,77055,77007/77055,Expensive,948900,850000,948900,2.0,3,2175,8400,1959,3,Afton Village Sec 01
1335 Modiste Street,77055,77007/77055,Expensive,947000,979000,947000,2.0,3,NULL,10400,1953,12,Spring Oaks
7211 Alderney Drive,77055,77007/77055,Expensive,945000,969000,945000,2.1,4,2159,8424,1955,2,Afton Village Sec 02
5709 FEAGAN Street,77007,77007/77055,Expensive,940000,974900,940000,3.1,4,3051,2325,2026,88,Rice Military Addition
6114 Cottage Grove Lake Drive,77007,77007/77055,Expensive,940000,965000,940000,4.1,4,3840,NULL,2025,140,Cottage Grove Lake
1441 Bingle Road,77055,77007/77055,Expensive,940000,975000,940000,2.0,4,2136,25201,1980,595,Pursell-Randolph Estates
1542 Moritz Park,77055,77007/77055,Expensive,938500,989000,938500,4.1,5,3867,3507,2013,14,Moritz Park Sub
814 Nicholson Street,77007,77007/77055,Expensive,935000,949500,935000,2.1,3,2734,5412,2006,295,Houston Heights
8413 Moritz Green,77055,77007/77055,Expensive,935000,940000,935000,4.1,4,3868,3518,2013,76,Moritz Park
1706 Cornelius Trace Loop Loop,77055,77007/77055,Expensive,935000,949900,935000,4.1,5,3887,3920,2018,4,Springwood Manor
854 Dunleigh Meadows Lane,77055,77007/77055,Expensive,930500,972500,930500,3.1,3,3686,1720,2017,131,Somerset Green Sec 4
3116 Somerset Levens Lane,77055,77007/77055,Expensive,930000,949900,930000,4.0,5,3007,3573,2023,108,Somerset Green Sec 9
7526 Viano Lane,77055,77007/77055,Expensive,926000,925000,926000,3.1,3,3005,1344,2023,429,Ravenna Sub Amd #1
307 E 8th Street,77007,77007/77055,Expensive,925000,935000,925000,2.0,3,1957,5000,1920,26,Houston Heights
323 MALONE Street,77007,77007/77055,Expensive,925000,989900,925000,3.1,4,3002,2500,2026,230,RICE MILITARY
8623 Cedarbrake Drive,77055,77007/77055,Expensive,925000,950000,925000,2.0,3,1922,10220,1966,0,Magnolia Valley
7926 S Wellington Court,77055,77007/77055,Expensive,920000,920000,920000,2.1,4,3024,6271,1994,4,Wellington Court
809 Memorial Heights Drive,77007,77007/77055,Expensive,915000,949999,915000,3.1,3,3069,1461,2023,114,Memorial Heights Villas
707 Tulane Street,77007,77007/77055,Expensive,915000,999975,915000,2.1,3,2306,3300,2017,13,Tulane West
5007 Dickson Street,77007,77007/77055,Expensive,915000,975000,915000,3.2,3,3826,2300,2010,32,Brunner / Rice Military
6124 Cottage Grove Lake Drive,77007,77007/77055,Expensive,914500,915000,914500,4.1,4,3362,3579,2025,1,Cottage Grove Lake
6520 Rodrigo Street,77007,77007/77055,Expensive,905000,925000,905000,3.1,4,3321,2500,2012,51,Camp Logan
860 Dunleigh Meadows Lane,77055,77007/77055,Expensive,905000,935000,905000,3.1,3,3268,1876,2015,82,Somerset Green Sec 4
7938 S Wellington Court,77055,77007/77055,Expensive,900500,950000,900500,3.0,5,3390,8033,1994,97,Wellington Court
516 West 9th St,77007,77007/77055,Expensive,900000,900000,900000,2.2,4,3055,4400,2003,189,Greater Heights
58 E Bend Lane,77007,77007/77055,Expensive,900000,850000,900000,2.1,3,3223,5946,1995,70,Arlington Terrace Sec 02
829 Alexander Street,77007,77007/77055,Expensive,900000,910000,900000,3.1,4,2666,2494,2025,261,WEST 9TH VILLAS
8443 Westview Drive,77055,77007/77055,Expensive,900000,950000,900000,2.0,4,2010,14500,1953,3,Spring Oaks Rep
7715 Betty Jane Lane,77055,77007/77055,Expensive,900000,985000,900000,2.0,3,2257,11340,1954,5,Clay Woods
8639 Cedarbrake Drive,77055,77007/77055,Expensive,900000,1050000,900000,2.1,4,2000,13045,1966,51,Magnolia Valley
1441 Freedonia Drive,77055,77007/77055,Expensive,900000,925000,900000,3.0,3,2500,11880,1950,192,Yupon Estates
1310 Whispering Pines Drive,77055,77007/77055,Expensive,897000,959000,897000,3.1,4,3706,5727,2000,197,Whispering Pines Village
410 S Park Grove,77007,77007/77055,Expensive,895000,935000,895000,2.1,3,3208,2975,2001,10,Memorial Heights
3622 Somerset York Lane,77055,77007/77055,Expensive,890000,899999,890000,3.1,3,3043,2446,2018,79,Somerset Green Sec 6
1705 Bologna Lane,77055,77007/77055,Expensive,889000,888888,889000,3.1,4,3147,2178,2026,384,Spring Valley Creek
8715 Padua Lane,77055,77007/77055,Expensive,888000,899999,888000,4.1,4,2836,2178,2026,2,Spring Valley Creek
3107 Somerset Levens Lane,77055,77007/77055,Expensive,885000,899000,885000,3.1,4,3027,2625,2023,78,Somerset Green
5305 Gibson Street,77007,77007/77055,Expensive,883350,925000,883350,3.2,3,3696,2785,2014,28,Gibson Street Manors
6019 Truro Street,77007,77007/77055,Expensive,880000,899000,880000,3.1,4,3484,2813,2018,23,Park Rdg Truro West
705 W 9th Street,77007,77007/77055,Expensive,880000,825000,880000,3.1,3,2481,2845,2004,0,Houston Heights
806 Dunleigh Meadows Lane,77055,77007/77055,Expensive,880000,875000,880000,3.1,3,2483,1742,2021,2,Somerset Green Sec 4
7106 Alderney Drive,77055,77007/77055,Expensive,880000,765000,880000,2.0,3,2172,8307,1955,4,Afton Village Sec 02
1713 Bologna Lane,77055,77007/77055,Expensive,880000,899999,880000,3.1,4,3147,2152,2025,30,Spring Valley Creek
1525 Early Lane,77055,77007/77055,Expensive,879000,879000,879000,4.1,4,3217,3639,2015,33,Craig Woods Pt Rep 10
9713 Larston Street,77055,77007/77055,Expensive,877366,1425000,877366,4.1,4,4341,8280,2025,97,Long Point Woods Sec 03
518 S Park Grove,77007,77007/77055,Expensive,875000,885000,875000,3.1,4,3432,2819,2001,71,Memorial Heights
1156 Mosaico Lane,77055,77007/77055,Expensive,875000,890000,875000,3.1,3,3116,1814,2014,316,Ravenna Sub
1224 Mosaico Lane,77055,77007/77055,Expensive,875000,899900,875000,3.1,3,3155,2080,2015,42,Ravenna Sub
2727 Maxroy Street,77007,77007/77055,Expensive,872000,875000,872000,4.1,4,3752,2145,2020,16,Cottage Grove
7707 N Hunters Court Drive,77055,77007/77055,Expensive,871000,899000,871000,3.1,4,3172,2291,2000,18,Hunters Court
4405 Feagan,77007,77007/77055,Expensive,870000,879900,870000,4.1,4,3100,2682,2025,13,Feagan Estate
3622 Lannister Lane,77055,77007/77055,Expensive,870000,879900,870000,4.1,4,3150,2087,2019,115,Somerset Green
727 Tulane Street,77007,77007/77055,Expensive,860000,875000,860000,2.1,3,2304,3300,2018,61,Tulane West
316 E 5th Street,77007,77007/77055,Expensive,855000,879000,855000,2.1,3,2451,3167,1998,51,Heights
717 Herkimer Street Unit#A,77007,77007/77055,Expensive,855000,850000,855000,2.1,3,2753,4000,2008,17,Houston Heights
3403 Crest Hill Lane,77007,77007/77055,Expensive,851500,899000,851500,3.1,4,3530,2753,2001,60,Memorial Heights
8566 Forum Drive,77055,77007/77055,Expensive,850000,825000,850000,3.1,4,3594,4014,2014,6,Ridgecrest Sec 3
3503 Kensington Gardens Lane,77055,77007/77055,Expensive,850000,880000,850000,3.1,3,3346,5964,2022,112,Somerset Green Sec 8
1713 Reverse Street,77055,77007/77055,Expensive,850000,875000,850000,2.1,3,2403,7636,2014,83,Westview Terrace Sec 02
7703 Janak Drive,77055,77007/77055,Expensive,849000,849000,849000,3.0,4,2885,6545,2014,26,Melody Oaks Pt Rep 4
507 Leverkuhn Street,77007,77007/77055,Expensive,845000,899000,845000,3.1,3,2795,2025,2021,102,Leverkuhn Landing
7615 E Jordan Cove,77055,77007/77055,Expensive,845000,850000,845000,3.1,4,3528,3823,2001,9,Hunters Cove Rep 02
803 Dunleigh Meadows Lane,77055,77007/77055,Expensive,840000,874900,840000,3.1,3,3194,1876,2018,75,Somerset Green Sec 4
6017 Cottage Grove Lake Drive,77007,77007/77055,Expensive,837500,899000,837500,4.1,4,3211,2304,2020,12,Cottage Grove Lake
947 Blackshire Lane,77055,77007/77055,Expensive,835000,835000,835000,3.1,3,2572,1848,2025,214,Somerset Green Sec 5
3711 Somerset York Lane Lane,77055,77007/77055,Expensive,835000,835000,835000,3.1,3,2572,1848,2025,5,Somerset Green Sec 5
3603 Bridgewater Oaks Lane,77055,77007/77055,Expensive,835000,850000,835000,3.1,3,2726,2551,2021,32,Somerset Green Sec 7
3502 Dorset Cliff Lane,77055,77007/77055,Expensive,835000,850000,835000,3.1,3,2801,3872,2021,210,Somerset Green
2006 N Memorial Way,77007,77007/77055,Expensive,830000,850000,830000,3.1,3,2883,2600,2013,3,Bercons N Memorial Way Estates
1319 Hunters Meadow Lane,77055,77007/77055,Expensive,830000,910000,830000,3.1,3,3045,2178,2019,25,Hunter's Meadow
1314 Hunters Meadow Lane,77055,77007/77055,Expensive,829000,829000,829000,3.1,3,3290,1577,2019,8,Clay Estate Pt Rep #4
613 Jackson Hill Street Unit#A,77007,77007/77055,Expensive,825525,849000,825525,3.1,3,3115,2475,2018,9,Martin Pt Rep #3
405 Detering Street,77007,77007/77055,Expensive,825000,859900,825000,3.2,3,3056,1585,2020,110,Feagan Detering Xing
729 E 9th Street,77007,77007/77055,Expensive,825000,850000,825000,3.0,4,2144,6250,1925,255,Stude Sec 02
4403 Feagan,77007,77007/77055,Expensive,825000,859900,825000,4.1,4,3100,2682,2025,312,Feagan Estate
1810 Kane Street,77007,77007/77055,Middle,825000,825000,825000,2.1,4,2050,5000,1890,87,Old Sixth Ward / Washington Corridor
3709 Somerset York Lane,77055,77007/77055,Middle,825000,825000,825000,3.1,4,2410,1848,2026,0,Somerset Green
1711 Bologna Lane,77055,77007/77055,Middle,825000,859999,825000,4.1,4,2836,2178,2026,336,Spring Valley Creek
2010 Lubbock Street,77007,77007/77055,Middle,824000,840000,824000,2.1,4,2380,5000,1890,41,Baker W R Nsbb
4032 Blossom Street,77007,77007/77055,Middle,819700,819700,819700,3.1,3,2456,1555,2026,92,Rice Military
1724 Maravilla Drive,77055,77007/77055,Middle,817000,886000,817000,3.1,3,3149,3981,2016,122,Maravilla Court
1550 Whispering Pines Drive,77055,77007/77055,Middle,815000,825000,815000,3.2,3,3365,3395,2015,9,Grace Cove
2704 Maxroy Drive,77007,77007/77055,Middle,810000,805000,810000,4.1,4,2988,NULL,2026,65,Cottage Grove Lake Phase 2
5627 Rose Street,77007,77007/77055,Middle,810000,799000,810000,3.1,3,2873,2550,2011,21,Rose Vista
3507 Eaton Estates Lane,77055,77007/77055,Middle,810000,835000,810000,3.1,3,2593,1848,2025,347,Somerset Green Sec 7
7714 Janak Drive,77055,77007/77055,Middle,810000,829900,810000,3.1,4,2926,6038,2015,103,Melody Oaks Pt Rep 11
1214 Malone Street,77007,77007/77055,Middle,805000,819500,805000,2.2,3,2734,2875,2010,9,Woodcrest
7119 Janet Street,77055,77007/77055,Middle,805000,805000,805000,3.1,3,3324,3334,2017,111,Afton Village Estate
2730 Maxroy Drive,77007,77007/77055,Middle,800000,800000,800000,3.1,3,2876,NULL,2026,9,Cottage Grove Lake Phase 2
6526 Pickens Street,77007,77007/77055,Middle,800000,859000,800000,3.1,3,2887,2625,2011,204,Bercons Pickens Trls
5207 Calle Montilla Place,77007,77007/77055,Middle,800000,850000,800000,3.1,4,3441,1884,2007,764,Caceres
1324 Bingle Road,77055,77007/77055,Middle,800000,849000,800000,2.0,3,2148,9000,1953,296,Spring Oaks
821 Dunleigh Meadows Lane,77055,77007/77055,Middle,800000,890000,800000,3.1,3,4067,1876,2016,105,Somerset Green
4229 Gibson Street,77007,77007/77055,Middle,799000,799000,799000,3.1,3,2432,2304,2025,180,Rice Military
5622 Cohn Meadow Lane,77007,77007/77055,Middle,799000,799000,799000,3.1,4,3559,2580,2016,51,Cottage Grove
4231 Gibson Street,77007,77007/77055,Middle,799000,799000,799000,3.1,3,2432,2304,2025,17,Rice Military
8515 S Rose Terrace Lane,77055,77007/77055,Middle,799000,799000,799000,3.1,4,3131,3464,2016,44,Spring Vly Cove
7741 Janak Drive,77055,77007/77055,Middle,799000,825000,799000,3.1,3,3378,3493,2017,95,Melody Oaks Reserve C Pt
8560 Forum Drive,77055,77007/77055,Middle,795000,749000,795000,2.1,4,3160,3441,2015,1,Ridgecrest Sec 3 Pt Rep 1
1706 Sedola Lane,77055,77007/77055,Middle,795000,804999,795000,3.1,4,2870,2146,2025,223,Spring Valley Creek
6603 Wanita Place Unit#A,77007,77007/77055,Middle,790000,799000,790000,3.1,3,3163,2033,2001,223,Wanita Court
1308 Dart Street,77007,77007/77055,Middle,790000,799950,790000,3.1,4,4606,5000,2001,205,Baker Nsbb
8316 Barberry Branch Street,77055,77007/77055,Middle,790000,799000,790000,4.1,4,2631,2407,2016,7,Retreat/Sherwood
1303 Bobbitt Manor Lane,77055,77007/77055,Middle,789900,799900,789900,3.1,3,3283,2963,2012,4,Clay Estate Pt Rep 01
1308 Edwards Unit#B,77007,77007/77055,Middle,789000,799900,789000,4.1,4,2840,2450,2025,0,Edwards Heights
805 Birdsall Street,77007,77007/77055,Middle,785000,789000,785000,3.1,3,3283,2283,2018,92,Rice Military
1608 Janak Garden Lane,77055,77007/77055,Middle,785000,799000,785000,4.1,4,3296,2083,2025,0,Melody Oaks
1311 Bobbitt Manor Lane,77055,77007/77055,Middle,785000,795000,785000,3.1,3,3442,2501,2012,6,Clay Estate Pt Rep 01
3509 Bridgewater Oaks Lane,77055,77007/77055,Middle,781000,800000,781000,2.1,3,2363,2562,2021,106,Somerset Green
